ReviewID,OrderID,UserID,ProductID,ReviewDate,ReviewRating,ReviewText
R0386,O0386,U0192,P0067,2026-11-02,4,"Microwave is handy."
R0387,O0387,U0279,P0014,2026-11-02,5,"Badminton racket is light."
R0388,O0388,U0153,P0168,2026-11-03,3,"Conditioner is average."
R0389,O0389,U0212,P0093,2026-11-03,5,"SSD is very fast."
R0390,O0390,U0130,P0189,2026-11-04,4,"Tennis balls are good."
R0391,O0391,U0207,P0023,2026-11-04,5,"Smartwatch is stylish."
R0392,O0392,U0177,P0135,2026-11-05,4,"Gas stove works fine."
R0393,O0393,U0230,P0178,2026-11-05,5,"TT table is sturdy."
R0394,O0394,U0119,P0157,2026-11-06,3,"Blazer is average."
R0395,O0395,U0182,P0088,2026-11-07,5,"Camera quality is superb."
R0396,O0396,U0242,P0129,2026-11-07,4,"TV is clear and bright."
R0397,O0397,U0141,P0040,2026-11-08,5,"Tea quality is great."
R0398,O0398,U0229,P0161,2026-11-08,4,"Lipstick shade is nice."
R0399,O0399,U0198,P0100,2026-11-09,3,"Phone is okay."
R0400,O0400,U0260,P0197,2026-11-09,5,"Sapiens is very engaging."
R0401,O0401,U0122,P0051,2026-11-10,4,"Treadmill works fine."
R0402,O0402,U0215,P0116,2026-11-10,5,"MacBook Pro is excellent."
R0403,O0403,U0275,P0039,2026-11-11,4,"Refrigerator is spacious."
R0404,O0404,U0155,P0186,2026-11-12,3,"Volleyball is okay."
R0405,O0405,U0202,P0073,2026-11-12,5,"Iron heats fast."
R0406,O0406,U0131,P0194,2026-11-13,4,"Book is inspiring."
R0407,O0407,U0254,P0099,2026-11-14,5,"Phone is sleek and fast."
R0408,O0408,U0167,P0149,2026-11-14,3,"AC consumes power."
R0409,O0409,U0224,P0020,2026-11-15,5,"Kindle Paperwhite is useful."
R0410,O0410,U0186,P0061,2026-11-16,4,"Earbuds are nice."
R0411,O0411,U0291,P0131,2026-11-17,5,"Room heater warms quickly."
R0412,O0412,U0117,P0173,2026-11-17,4,"Basketball is good."
R0413,O0413,U0219,P0109,2026-11-18,5,"Phone is very smooth."
R0414,O0414,U0151,P0045,2026-11-18,3,"Fan is average."
R0415,O0415,U0190,P0185,2026-11-19,5,"Helmet is sturdy."
R0416,O0416,U0270,P0164,2026-11-20,4,"Face wash is effective."
R0417,O0417,U0125,P0080,2026-11-20,5,"Speaker sound is loud."
R0418,O0418,U0237,P0196,2026-11-21,4,"Subconscious mind book is good."
R0419,O0419,U0175,P0059,2026-11-22,5,"Smartwatch works great."
R0420,O0420,U0149,P0113,2026-11-22,3,"Tablet is average."
R0421,O0421,U0137,P0124,2026-11-23,5,"TV has amazing picture quality."
R0422,O0422,U0189,P0150,2026-11-23,4,"AC is powerful."
R0423,O0423,U0211,P0034,2026-11-24,5,"Watch looks elegant."
R0424,O0424,U0252,P0175,2026-11-24,4,"Cricket bat is sturdy."
R0425,O0425,U0160,P0049,2026-11-25,3,"Volleyball is okay."
R0426,O0426,U0128,P0182,2026-11-25,5,"Shoes are perfect for trekking."
R0427,O0427,U0225,P0065,2026-11-26,4,"AirPods are excellent."
R0428,O0428,U0194,P0199,2026-11-26,5,"Python book is very detailed."
R0429,O0429,U0144,P0091,2026-11-27,4,"External HDD is useful."
R0430,O0430,U0204,P0153,2026-11-28,5,"Hoodie is stylish."
R0431,O0431,U0178,P0139,2026-11-28,3,"Water purifier is average."
R0432,O0432,U0240,P0022,2026-11-29,5,"Desk is very spacious."
R0433,O0433,U0112,P0106,2026-11-30,4,"Kindle Kids Edition is nice."
R0434,O0434,U0187,P0167,2026-11-30,5,"Deodorant is refreshing."
R0435,O0435,U0250,P0050,2026-12-01,4,"Goggles fit well."
R0436,O0436,U0218,P0195,2026-12-01,5,"Book is very motivating."
R0437,O0437,U0135,P0076,2026-12-02,3,"Induction stove is okay."
R0438,O0438,U0200,P0126,2026-12-03,5,"Smart TV has a great display."
R0439,O0439,U0168,P0143,2026-12-03,4,"AC is efficient."
R0440,O0440,U0123,P0188,2026-12-04,5,"Racket is light and strong."
R0441,O0441,U0223,P0097,2026-12-05,4,"Phone is very smooth."
R0442,O0442,U0196,P0048,2026-12-06,3,"Bat is average."
R0443,O0443,U0267,P0170,2026-12-06,5,"Toothpaste is refreshing."
R0444,O0444,U0159,P0037,2026-12-07,4,"Mixer grinder is good."
R0445,O0445,U0111,P0192,2026-12-07,5,"Book is very helpful."
R0446,O0446,U0215,P0081,2026-12-08,4,"Laptop works great."
R0447,O0447,U0274,P0017,2026-12-08,5,"Echo Dot is handy."
R0448,O0448,U0140,P0159,2026-12-09,3,"Tie is average."
R0449,O0449,U0191,P0110,2026-12-09,5,"Nokia phone is decent."
R0450,O0450,U0236,P0134,2026-12-10,4,"Mixer grinder works fine."
R0451,O0451,U0165,P0064,2026-12-10,5,"Headphones are excellent."
R0452,O0452,U0124,P0181,2026-12-11,4,"Tent is comfortable."
R0453,O0453,U0180,P0044,2026-12-12,5,"LED bulbs are bright."
R0454,O0454,U0255,P0197,2026-12-12,4,"Sapiens is very detailed."
R0455,O0455,U0210,P0096,2026-12-13,3,"Phone is okay."
R0456,O0456,U0133,P0162,2026-12-13,5,"Mascara is excellent."
R0457,O0457,U0209,P0083,2026-12-14,4,"Mouse is responsive."
R0458,O0458,U0271,P0025,2026-12-15,5,"Camera quality is superb."
R0459,O0459,U0142,P0179,2026-12-15,4,"Swim cap is good."
R0460,O0460,U0226,P0142,2026-12-16,3,"AC is a bit noisy."
R0461,O0461,U0193,P0032,2026-12-16,5,"PlayStation is amazing."
R0462,O0462,U0126,P0117,2026-12-17,4,"Laptop works smoothly."
R0463,O0463,U0173,P0196,2026-12-17,5,"Book is very useful."
R0464,O0464,U0231,P0102,2026-12-18,4,"iPad is very handy."
R0465,O0465,U0166,P0077,2026-12-18,5,"Lunch box is durable."
R0466,O0466,U0129,P0151,2026-12-19,4,"T-shirt is comfortable."
R0467,O0467,U0199,P0047,2026-12-20,5,"Yoga mat is very comfortable."
R0468,O0468,U0258,P0184,2026-12-20,3,"Skipping rope is average."
R0469,O0469,U0229,P0133,2026-12-21,5,"Air fryer is great."
R0470,O0470,U0154,P0198,2026-12-21,4,"Book is very insightful."
R0471,O0471,U0208,P0090,2026-12-22,5,"Pendrive transfers fast."
R0472,O0472,U0138,P0160,2026-12-22,4,"Jacket is stylish."
R0473,O0473,U0183,P0054,2026-12-23,3,"Dress is average."
R0474,O0474,U0245,P0141,2026-12-24,5,"AC cools quickly."
R0475,O0475,U0115,P0128,2026-12-24,4,"TV is clear."
R0476,O0476,U0197,P0015,2026-12-25,5,"Tennis racquet is excellent."
R0477,O0477,U0264,P0177,2026-12-25,4,"TT bat is reliable."
R0478,O0478,U0147,P0069,2026-12-26,5,"Juicer is efficient."
R0479,O0479,U0221,P0191,2026-12-26,3,"Book is average."
R0480,O0480,U0185,P0031,2026-12-27,5,"Camera captures sharp photos."
R0481,O0481,U0114,P0108,2026-12-27,4,"Phone runs fast."
R0482,O0482,U0259,P0166,2026-12-28,5,"Sunscreen is effective."
R0483,O0483,U0201,P0075,2026-12-29,4,"Fan is okay."
R0484,O0484,U0132,P0193,2026-12-29,5,"Finance book is excellent."
R0485,O0485,U0170,P0027,2026-12-30,4,"Shoes are very comfortable."
R0486,O0486,U0248,P0148,2026-12-30,5,"AC is efficient."
R0487,O0487,U0169,P0089,2026-12-31,3,"Drone is expensive."
R0488,O0488,U0212,P0052,2026-12-31,5,"Running shorts are comfortable."
R0489,O0489,U0120,P0183,2027-01-01,4,"Sleeping bag is warm."
R0490,O0490,U0195,P0045,2027-01-01,5,"Ceiling fan works well."
R0491,O0491,U0150,P0186,2027-01-02,4,"Volleyball quality is good."
R0492,O0492,U0228,P0094,2027-01-02,5,"RAM stick works great."
R0493,O0493,U0188,P0163,2027-01-03,4,"Foundation blends well."
R0494,O0494,U0139,P0024,2027-01-03,5,"Headphones sound amazing."
R0495,O0495,U0192,P0111,2027-01-04,4,"Laptop performance is good."
R0496,O0496,U0277,P0158,2027-01-04,3,"Shirt fabric is average."
R0497,O0497,U0219,P0078,2027-01-05,5,"Mixer grinder is reliable."
R0498,O0498,U0146,P0144,2027-01-06,4,"AC cools the room fast."
R0499,O0499,U0205,P0019,2027-01-06,5,"MacBook Air is superb."
R0500,O0500,U0116,P0137,2027-01-07,4,"Pressure cooker is handy."
R0501,O0501,U0253,P0171,2027-01-07,5,"Yoga mat is soft."
R0502,O0502,U0181,P0190,2027-01-08,4,"Tennis shoes are comfortable."
R0503,O0503,U0220,P0043,2027-01-08,5,"Eyeliner is smooth."
R0504,O0504,U0164,P0085,2027-01-09,3,"Printer ink runs out quickly."
R0505,O0505,U0134,P0123,2027-01-10,5,"Monitor has a crisp display."
R0506,O0506,U0190,P0066,2027-01-10,4,"Kindle is great for reading."
R0507,O0507,U0239,P0156,2027-01-11,5,"Jacket looks stylish."
R0508,O0508,U0171,P0029,2027-01-11,4,"Blender works fine."
R0509,O0509,U0213,P0185,2027-01-12,5,"Helmet provides good safety."
R0510,O0510,U0149,P0101,2027-01-12,3,"Tablet is a bit slow."
R0511,O0511,U0272,P0194,2027-01-13,5,"Ikigai is a great read."
R0512,O0512,U0127,P0035,2027-01-14,4,"Backpack is durable."
R0513,O0513,U0186,P0177,2027-01-14,5,"Table tennis bat is high quality."
R0514,O0514,U0222,P0098,2027-01-15,4,"Phone works smoothly."
R0515,O0515,U0158,P0147,2027-01-15,5,"AC cools well."
R0516,O0516,U0202,P0082,2027-01-16,4,"Gaming laptop is excellent."
R0517,O0517,U0131,P0192,2027-01-16,5,"Atomic Habits is worth it."
R0518,O0518,U0198,P0053,2027-01-17,4,"Shirt is well stitched."
R0519,O0519,U0256,P0118,2027-01-17,5,"Laptop runs fast."
R0520,O0520,U0216,P0040,2027-01-18,3,"Tea is average."
R0521,O0521,U0163,P0161,2027-01-18,5,"Lipstick shade is vibrant."
R0522,O0522,U0119,P0136,2027-01-19,4,"Induction cooktop is efficient."
R0523,O0523,U0184,P0180,2027-01-19,5,"Gym bag is roomy."
R0524,O0524,U0234,P0068,2027-01-20,4,"Pressure cooker is good."
R0525,O0525,U0152,P0172,2027-01-20,5,"Football is well made."
R0526,O0526,U0207,P0095,2027-01-21,4,"Phone is excellent."
R0527,O0527,U0142,P0199,2027-01-21,5,"Python book is very informative."
R0528,O0528,U0124,P0036,2027-01-22,4,"Sneakers are comfortable."
R0529,O0529,U0194,P0154,2027-01-23,3,"Shorts are thin."
R0530,O0530,U0263,P0122,2027-01-23,5,"Monitor is high quality."
R0531,O0531,U0175,P0079,2027-01-24,4,"Rice cooker works well."
R0532,O0532,U0225,P0140,2027-01-24,5,"AC is great."
R0533,O0533,U0118,P0189,2027-01-25,4,"Tennis balls bounce well."
R0534,O0534,U0211,P0057,2027-01-25,5,"Laptop is smooth."
R0535,O0535,U0167,P0195,2027-01-26,4,"Book is motivating."
R0536,O0536,U0136,P0127,2027-01-27,5,"TV display is clear."
R0537,O0537,U0200,P0046,2027-01-27,3,"Gas stove is average."
R0538,O0538,U0257,P0173,2027-01-28,5,"Basketball is good."
R0539,O0539,U0189,P0086,2027-01-28,4,"Printer is efficient."
R0540,O0540,U0238,P0169,2027-01-29,5,"Shampoo cleans well."
R0541,O0541,U0145,P0138,2027-01-29,4,"Air cooler works well."
R0542,O0542,U0191,P0010,2027-01-30,3,"Shampoo is average."
R0543,O0543,U0278,P0191,2027-01-30,5,"Book is inspiring."
R0544,O0544,U0122,P0060,2027-01-31,4,"Smartwatch is decent."
R0545,O0545,U0180,P0105,2027-02-01,5,"Tablet runs smoothly."
R0546,O0546,U0229,P0155,2027-02-01,4,"Tank top is comfortable."
R0547,O0547,U0172,P0033,2027-02-02,5,"Fitness band works well."
R0548,O0548,U0117,P0198,2027-02-02,4,"Startup book is practical."
R0549,O0549,U0251,P0149,2027-02-03,3,"AC uses a lot of power."
R0550,O0550,U0214,P0070,2027-02-04,5,"Refrigerator is spacious."
R0551,O0551,U0162,P0184,2027-02-04,4,"Skipping rope is fine."
R0552,O0552,U0138,P0121,2027-02-05,5,"Ultrawide monitor is fantastic."
R0553,O0553,U0195,P0056,2027-02-05,4,"Laptop performance is great."
R0554,O0554,U0270,P0021,2027-02-06,5,"Chair is comfortable."
R0555,O0555,U0110,P0176,2027-02-06,4,"Shuttlecock pack is good."
R0556,O0556,U0187,P0042,2027-02-07,3,"Face wash is average."
R0557,O0557,U0223,P0130,2027-02-07,5,"TV has a great display."
R0558,O0558,U0156,P0089,2027-02-08,4,"Drone captures good footage."
R0559,O0559,U0208,P0196,2027-02-08,5,"Book is very insightful."
R0560,O0560,U0141,P0099,2027-02-09,4,"Phone is worth the price."
R0561,O0561,U0182,P0183,2027-02-09,5,"Sleeping bag is warm and light."
R0562,O0562,U0217,P0145,2027-02-10,4,"AC cools efficiently."
R0563,O0563,U0130,P0067,2027-02-10,5,"Microwave works perfectly."
R0564,O0564,U0209,P0125,2027-02-11,4,"TV picture quality is sharp."
R0565,O0565,U0161,P0039,2027-02-12,3,"Refrigerator could be better."
R0566,O0566,U0113,P0107,2027-02-12,5,"Phone has excellent camera."
R0567,O0567,U0197,P0164,2027-02-13,4,"Face wash is refreshing."
R0568,O0568,U0258,P0093,2027-02-14,5,"SSD is very fast."
R0569,O0569,U0227,P0188,2027-02-14,4,"Badminton racket is sturdy."
R0570,O0570,U0179,P0190,2027-02-15,5,"Tennis shoes are durable."
R0571,O0571,U0148,P0041,2027-02-15,4,"Toothpaste pack is good."
R0572,O0572,U0206,P0157,2027-02-16,3,"Blazer is okay."
R0573,O0573,U0275,P0028,2027-02-16,5,"Sunglasses are stylish."
R0574,O0574,U0185,P0132,2027-02-17,4,"Sewing machine is efficient."
R0575,O0575,U0212,P0073,2027-02-17,5,"Electric iron heats quickly."
R0576,O0576,U0121,P0165,2027-02-18,4,"Aloe vera gel is soothing."
R0577,O0577,U0199,P0018,2027-02-19,5,"Laptop performance is superb."
R0578,O0578,U0247,P0055,2027-02-19,4,"Hoodie is very comfortable."
R0579,O0579,U0151,P0197,2027-02-20,3,"Sapiens is too long."
R0580,O0580,U0203,P0114,2027-02-20,5,"HP Envy laptop is excellent."
R0581,O0581,U0132,P0080,2027-02-21,4,"Speaker sound is decent."
R0582,O0582,U0184,P0179,2027-02-21,5,"Swim cap is useful."
R0583,O0583,U0221,P0030,2027-02-22,4,"Bottle is durable."
R0584,O0584,U0169,P0120,2027-02-23,5,"Monitor is bright and clear."
R0585,O0585,U0115,P0146,2027-02-23,4,"AC works well."
R0586,O0586,U0192,P0062,2027-02-24,3,"Speaker battery drains fast."
R0587,O0587,U0259,P0198,2027-02-25,5,"Book is insightful."
R0588,O0588,U0214,P0045,2027-02-25,4,"Fan works fine."
R0589,O0589,U0174,P0187,2027-02-26,5,"Boxing gloves are comfortable."
R0590,O0590,U0143,P0104,2027-02-26,4,"Tablet is smooth."
R0591,O0591,U0201,P0166,2027-02-27,3,"Sunscreen is greasy."
R0592,O0592,U0137,P0026,2027-02-27,5,"Football is durable."
R0593,O0593,U0194,P0129,2027-02-28,4,"Smart TV has clear visuals."
R0594,O0594,U0244,P0071,2027-03-01,5,"Dishwasher is efficient."
R0595,O0595,U0157,P0194,2027-03-01,4,"Ikigai is a wonderful book."
R0596,O0596,U0218,P0058,2027-03-02,3,"TV is bulky."
R0597,O0597,U0119,P0174,2027-03-02,5,"Cricket gloves fit well."
R0598,O0598,U0186,P0135,2027-03-03,4,"Gas stove works well."
R0599,O0599,U0226,P0092,2027-03-03,5,"Hard drive is reliable."
R0600,O0600,U0160,P0049,2027-03-04,4,"Volleyball quality is fine."
R0601,O0601,U0128,P0119,2027-03-04,5,"Monitor resolution is sharp."
R0602,O0602,U0205,P0168,2027-03-05,4,"Hair conditioner is effective."
R0603,O0603,U0144,P0038,2027-03-05,3,"Washing machine makes noise."
R0604,O0604,U0198,P0199,2027-03-06,5,"Python book is excellent."
R0605,O0605,U0255,P0152,2027-03-06,4,"Joggers are comfortable."
R0606,O0606,U0210,P0072,2027-03-07,5,"Kettle boils quickly."
R0607,O0607,U0171,P0178,2027-03-07,4,"TT table is very sturdy."
R0608,O0608,U0133,P0109,2027-03-08,5,"Phone is fast and reliable."
R0609,O0609,U0180,P0196,2027-03-08,4,"Book is very inspiring."
R0610,O0610,U0222,P0061,2027-03-09,3,"Earbuds disconnect sometimes."
R0611,O0611,U0155,P0121,2027-03-09,5,"Monitor is immersive."
R0612,O0612,U0208,P0149,2027-03-10,4,"AC cools quickly."
R0613,O0613,U0112,P0023,2027-03-10,5,"Smartwatch is good."
R0614,O0614,U0190,P0185,2027-03-11,4,"Helmet feels sturdy."
R0615,O0615,U0249,P0051,2027-03-12,5,"Treadmill works great."
R0616,O0616,U0168,P0193,2027-03-12,4,"Book is informative."
R0617,O0617,U0134,P0042,2027-03-13,3,"Face wash is drying."
R0618,O0618,U0215,P0139,2027-03-13,5,"Water purifier works well."
R0619,O0619,U0252,P0170,2027-03-14,4,"Toothpaste is fresh."
R0620,O0620,U0206,P0096,2027-03-15,5,"Phone is fast."
R0621,O0621,U0146,P0167,2027-03-15,4,"Deodorant is refreshing."
R0622,O0622,U0193,P0084,2027-03-16,3,"Keyboard keys feel stiff."
R0623,O0623,U0123,P0126,2027-03-16,5,"Smart TV is great."
R0624,O0624,U0176,P0195,2027-03-17,4,"Book is excellent."
R0625,O0625,U0229,P0059,2027-03-17,5,"Watch is stylish."
R0626,O0626,U0153,P0020,2027-03-18,4,"Kindle is handy."
R0627,O0627,U0204,P0142,2027-03-18,3,"AC is a bit noisy."
R0628,O0628,U0117,P0100,2027-03-19,5,"Motorola phone is smooth."
R0629,O0629,U0187,P0176,2027-03-19,4,"Shuttlecocks are light."
R0630,O0630,U0230,P0033,2027-03-20,5,"Fitness band works well."
R0631,O0631,U0150,P0083,2027-03-20,4,"Gaming mouse is responsive."
R0632,O0632,U0199,P0110,2027-03-21,5,"Nokia phone works well."
R0633,O0633,U0129,P0133,2027-03-21,4,"Air fryer cooks evenly."
R0634,O0634,U0183,P0191,2027-03-22,5,"The Alchemist is inspiring."
R0635,O0635,U0228,P0047,2027-03-22,4,"Yoga mat is soft."
R0636,O0636,U0160,P0162,2027-03-23,3,"Mascara smudges easily."
R0637,O0637,U0201,P0124,2027-03-23,5,"Sony Bravia TV is excellent."
R0638,O0638,U0137,P0074,2027-03-24,4,"Fan is quiet."
R0639,O0639,U0219,P0181,2027-03-25,5,"Camping tent is spacious."
R0640,O0640,U0115,P0065,2027-03-25,4,"AirPods Pro are excellent."
R0641,O0641,U0195,P0037,2027-03-26,3,"Mixer grinder is noisy."
R0642,O0642,U0172,P0159,2027-03-26,5,"Tie looks professional."
R0643,O0643,U0256,P0097,2027-03-27,4,"Vivo phone is great."
R0644,O0644,U0221,P0192,2027-03-28,5,"Atomic Habits is motivating."
R0645,O0645,U0189,P0134,2027-03-28,4,"Mixer grinder is efficient."
R0646,O0646,U0124,P0106,2027-03-29,5,"Kindle Kids Edition is useful."
R0647,O0647,U0213,P0160,2027-03-30,4,"Jacket quality is nice."
R0648,O0648,U0158,P0182,2027-03-30,3,"Trekking shoes are heavy."
R0649,O0649,U0191,P0027,2027-03-31,5,"Shoes are very comfortable."
R0650,O0650,U0243,P0148,2027-04-01,4,"AC runs smoothly."
R0651,O0651,U0175,P0054,2027-04-01,5,"Dress fabric is excellent."
R0652,O0652,U0224,P0128,2027-04-02,4,"Smart TV has good sound."
R0653,O0653,U0168,P0199,2027-04-02,3,"Book is too detailed."
R0654,O0654,U0111,P0063,2027-04-03,5,"Headphones sound clear."
R0655,O0655,U0207,P0175,2027-04-03,4,"Cricket bat is durable."
R0656,O0656,U0133,P0091,2027-04-04,5,"External HDD is reliable."
R0657,O0657,U0190,P0032,2027-04-05,4,"PlayStation runs smoothly."
R0658,O0658,U0257,P0141,2027-04-05,3,"AC is average."
R0659,O0659,U0181,P0193,2027-04-06,5,"Think and Grow Rich is classic."
R0660,O0660,U0226,P0048,2027-04-06,4,"Cricket bat feels sturdy."
R0661,O0661,U0159,P0087,2027-04-07,5,"Printer prints quickly."
R0662,O0662,U0204,P0131,2027-04-07,4,"Room heater is effective."
R0663,O0663,U0147,P0169,2027-04-08,3,"Shampoo is not strong enough."
R0664,O0664,U0196,P0102,2027-04-08,5,"iPad Air works flawlessly."
R0665,O0665,U0231,P0184,2027-04-09,4,"Skipping rope is good."
R0666,O0666,U0164,P0012,2027-04-10,5,"Hair dryer is powerful."
R0667,O0667,U0120,P0196,2027-04-10,4,"Subconscious Mind book is useful."
R0668,O0668,U0187,P0050,2027-04-11,5,"Goggles fit well."
R0669,O0669,U0210,P0179,2027-04-11,4,"Swim cap is okay."
R0670,O0670,U0154,P0090,2027-04-12,3,"Pendrive is slow."
R0671,O0671,U0209,P0117,2027-04-12,5,"Laptop is amazing."
R0672,O0672,U0146,P0136,2027-04-13,4,"Cooktop heats quickly."
R0673,O0673,U0198,P0197,2027-04-13,5,"Sapiens is very informative."
R0674,O0674,U0236,P0064,2027-04-14,4,"Headphones have great bass."
R0675,O0675,U0165,P0123,2027-04-14,3,"Monitor is overpriced."
R0676,O0676,U0112,P0186,2027-04-15,5,"Volleyball is good quality."
R0677,O0677,U0193,P0044,2027-04-15,4,"LED bulbs are bright."
R0678,O0678,U0245,P0147,2027-04-16,5,"AC cools fast."
R0679,O0679,U0151,P0022,2027-04-16,4,"Desk is spacious."
R0680,O0680,U0202,P0180,2027-04-17,3,"Gym bag is small."
R0681,O0681,U0135,P0077,2027-04-17,5,"Lunch box is useful."
R0682,O0682,U0216,P0163,2027-04-18,4,"Foundation is smooth."
R0683,O0683,U0162,P0195,2027-04-18,5,"Think and Grow Rich inspires."
R0684,O0684,U0121,P0034,2027-04-19,4,"Watch is stylish."
R0685,O0685,U0182,P0103,2027-04-20,5,"Tablet is lightweight."
R0686,O0686,U0227,P0178,2027-04-20,4,"TT table is strong."
R0687,O0687,U0140,P0192,2027-04-21,3,"Atomic Habits is repetitive."
R0688,O0688,U0200,P0052,2027-04-21,5,"Shorts are good for running."
R0689,O0689,U0114,P0137,2027-04-22,4,"Pressure cooker is sturdy."
R0690,O0690,U0178,P0099,2027-04-22,5,"Phone has good features."
R0691,O0691,U0197,P0168,2027-04-23,4,"Conditioner is okay."
R0692,O0692,U0232,P0122,2027-04-23,3,"Monitor has poor colors."
R0693,O0693,U0169,P0016,2027-04-24,5,"Non-stick pan is excellent."
R0694,O0694,U0110,P0189,2027-04-24,4,"Tennis balls are fine."
R0695,O0695,U0192,P0143,2027-04-25,5,"AC is powerful."
R0696,O0696,U0253,P0049,2027-04-25,4,"Volleyball is nice."
R0697,O0697,U0223,P0130,2027-04-26,3,"TV is average."
R0698,O0698,U0167,P0177,2027-04-27,5,"Table tennis bat is solid."
R0699,O0699,U0126,P0088,2027-04-27,4,"GoPro captures amazing videos."
R0700,O0700,U0188,P0194,2027-04-28,5,"Ikigai is a lovely book."
R0701,O0701,U0122,P0198,2027-04-28,5,"The Lean Startup is very insightful."
R0702,O0702,U0184,P0021,2027-04-29,4,"Office chair is comfortable."
R0703,O0703,U0217,P0060,2027-04-30,5,"Smartwatch battery lasts long."
R0704,O0704,U0142,P0108,2027-05-01,4,"OnePlus 11 is fast."
R0705,O0705,U0196,P0043,2027-05-01,3,"Eyeliner smudges easily."
R0706,O0706,U0229,P0155,2027-05-02,5,"Tank top is comfortable."
R0707,O0707,U0177,P0086,2027-05-03,4,"Printer is efficient."
R0708,O0708,U0116,P0138,2027-05-03,5,"Air cooler works great."
R0709,O0709,U0202,P0183,2027-05-04,4,"Sleeping bag is warm."
R0710,O0710,U0150,P0199,2027-05-05,5,"Python book is detailed."
R0711,O0711,U0215,P0053,2027-05-05,4,"Shirt fabric is good."
R0712,O0712,U0199,P0118,2027-05-06,3,"Laptop is a bit heavy."
R0713,O0713,U0127,P0095,2027-05-06,5,"Gaming phone is superb."
R0714,O0714,U0180,P0164,2027-05-07,4,"Face wash is nice."
R0715,O0715,U0225,P0035,2027-05-08,5,"Backpack is stylish."
R0716,O0716,U0166,P0127,2027-05-08,4,"Smart TV is affordable."
R0717,O0717,U0131,P0140,2027-05-09,5,"AC cools quickly."
R0718,O0718,U0186,P0190,2027-05-09,4,"Tennis shoes are comfortable."
R0719,O0719,U0240,P0068,2027-05-10,3,"Pressure cooker is small."
R0720,O0720,U0206,P0191,2027-05-11,5,"The Alchemist is amazing."
R0721,O0721,U0112,P0046,2027-05-11,4,"Gas stove is reliable."
R0722,O0722,U0195,P0166,2027-05-12,5,"Sunscreen protects well."
R0723,O0723,U0179,P0024,2027-05-12,4,"Headphones are clear."
R0724,O0724,U0154,P0139,2027-05-13,5,"Water purifier is effective."
R0725,O0725,U0230,P0070,2027-05-14,4,"Refrigerator cools well."
R0726,O0726,U0188,P0172,2027-05-14,3,"Football is average."
R0727,O0727,U0211,P0098,2027-05-15,5,"Oppo Reno is fast."
R0728,O0728,U0169,P0113,2027-05-15,4,"Tablet is smooth."
R0729,O0729,U0125,P0031,2027-05-16,5,"Camera captures great shots."
R0730,O0730,U0183,P0167,2027-05-16,4,"Deodorant smells fresh."
R0731,O0731,U0228,P0057,2027-05-17,3,"Laptop is okay."
R0732,O0732,U0145,P0188,2027-05-18,5,"Badminton racket is light."
R0733,O0733,U0204,P0040,2027-05-18,4,"Tea is refreshing."
R0734,O0734,U0197,P0149,2027-05-19,5,"AC is very strong."
R0735,O0735,U0172,P0194,2027-05-19,4,"Ikigai is a good read."
R0736,O0736,U0129,P0105,2027-05-20,3,"Tablet is a bit laggy."
R0737,O0737,U0185,P0135,2027-05-20,5,"Gas stove is great."
R0738,O0738,U0216,P0025,2027-05-21,4,"Camera quality is excellent."
R0739,O0739,U0151,P0161,2027-05-22,5,"Lipstick color is lovely."
R0740,O0740,U0208,P0185,2027-05-22,4,"Helmet is protective."
R0741,O0741,U0136,P0079,2027-05-23,3,"Rice cooker is average."
R0742,O0742,U0181,P0195,2027-05-23,5,"Book is very motivational."
R0743,O0743,U0223,P0056,2027-05-24,4,"Laptop is reliable."
R0744,O0744,U0144,P0122,2027-05-25,5,"Monitor is clear."
R0745,O0745,U0194,P0158,2027-05-25,4,"Polo shirt is comfortable."
R0746,O0746,U0178,P0090,2027-05-26,5,"Pendrive is fast."
R0747,O0747,U0117,P0184,2027-05-26,4,"Skipping rope is decent."
R0748,O0748,U0207,P0042,2027-05-27,3,"Face wash is harsh."
R0749,O0749,U0123,P0144,2027-05-27,5,"AC cools instantly."
R0750,O0750,U0187,P0163,2027-05-28,4,"Foundation spreads evenly."
R0751,O0751,U0212,P0089,2027-05-28,5,"Drone flies well."
R0752,O0752,U0153,P0192,2027-05-29,4,"Atomic Habits is life-changing."
R0753,O0753,U0201,P0036,2027-05-30,5,"Sneakers are comfy."
R0754,O0754,U0139,P0115,2027-05-30,4,"Dell XPS is fantastic."
R0755,O0755,U0192,P0069,2027-05-31,3,"Juicer is average."
R0756,O0756,U0241,P0198,2027-05-31,5,"Book gives new ideas."
R0757,O0757,U0170,P0132,2027-06-01,4,"Sewing machine works well."
R0758,O0758,U0124,P0160,2027-06-02,5,"Jacket is stylish."
R0759,O0759,U0189,P0029,2027-06-02,4,"Blender is powerful."
R0760,O0760,U0218,P0186,2027-06-03,3,"Volleyball is okay."
R0761,O0761,U0155,P0059,2027-06-03,5,"Watch is stylish."
R0762,O0762,U0205,P0147,2027-06-04,4,"AC is reliable."
R0763,O0763,U0141,P0173,2027-06-04,5,"Basketball is durable."
R0764,O0764,U0199,P0019,2027-06-05,4,"MacBook Air is excellent."
R0765,O0765,U0114,P0126,2027-06-05,3,"Smart TV is overpriced."
R0766,O0766,U0182,P0169,2027-06-06,5,"Shampoo smells great."
