 OrderID,UserID,ProductID,Quantity,OrderDate,ReviewRating,OrderAmount,Price_x,Price_y,TotalAmount,Price
O0324,U0193,P0173,1,2024-10-11 09:31:00,5,2599,2599,2599,2599,2599
O0325,U0359,P0076,1,2024-10-11 20:47:00,4,3999,3999,3999,3999,3999
O0326,U0051,P0190,1,2024-10-12 11:36:00,4,5499,5499,5499,5499,5499
O0327,U0214,P0138,1,2024-10-13 09:29:00,5,12999,12999,12999,12999,12999
O0328,U0097,P0102,1,2024-10-13 18:56:00,5,49999,49999,49999,49999,49999
O0329,U0261,P0059,1,2024-10-14 09:17:00,4,19999,19999,19999,19999,19999
O0330,U0409,P0187,1,2024-10-15 14:42:00,5,4999,4999,4999,4999,4999
O0331,U0166,P0040,2,2024-10-16 09:38:00,5,1198,599,599,1198,599
O0332,U0324,P0110,1,2024-10-16 20:26:00,4,16999,16999,16999,16999,16999
O0333,U0431,P0037,1,2024-10-17 10:44:00,5,5999,5999,5999,5999,5999
O0334,U0201,P0145,1,2024-10-18 09:52:00,4,31999,31999,31999,31999,31999
O0335,U0378,P0171,2,2024-10-19 12:39:00,5,2998,1499,1499,2998,1499
O0336,U0103,P0195,1,2024-10-19 19:25:00,5,349,349,349,349,349
O0337,U0259,P0083,1,2024-10-20 09:43:00,4,3999,3999,3999,3999,3999
O0338,U0126,P0169,1,2024-10-20 14:58:00,5,399,399,399,399,399
O0339,U0276,P0005,1,2024-10-21 09:21:00,5,10999,10999,10999,10999,10999
O0340,U0400,P0186,1,2024-10-21 18:47:00,4,1899,1899,1899,1899,1899
O0341,U0225,P0133,1,2024-10-22 09:08:00,5,6499,6499,6499,6499,6499
O0342,U0157,P0024,1,2024-10-22 15:44:00,5,1999,1999,1999,1999,1999
O0343,U0292,P0120,1,2024-10-23 10:38:00,4,13999,13999,13999,13999,13999
O0344,U0196,P0162,2,2024-10-24 09:49:00,5,898,449,449,898,449
O0345,U0363,P0017,1,2024-10-25 11:15:00,4,4499,4499,4499,4499,4499
O0346,U0141,P0199,1,2024-10-26 09:57:00,5,699,699,699,699,699
O0347,U0285,P0097,1,2024-10-27 12:33:00,5,27999,27999,27999,27999,27999
O0348,U0436,P0185,1,2024-10-27 19:42:00,4,3499,3499,3499,3499,3499
O0349,U0060,P0061,1,2024-10-28 10:19:00,5,2499,2499,2499,2499,2499
O0350,U0335,P0152,1,2024-10-29 09:23:00,4,2499,2499,2499,2499,2499
O0351,U0236,P0198,1,2024-10-30 11:47:00,5,549,549,549,549,549
O0352,U0118,P0045,1,2024-10-31 09:34:00,4,3499,3499,3499,3499,3499
O0353,U0308,P0126,1,2024-11-01 13:26:00,5,38999,38999,38999,38999,38999
O0354,U0413,P0174,1,2024-11-01 20:18:00,5,1999,1999,1999,1999,1999
O0355,U0184,P0007,1,2024-11-02 10:49:00,4,7499,7499,7499,7499,7499
O0356,U0272,P0164,2,2024-11-03 09:56:00,5,398,199,199,398,199
O0357,U0059,P0188,1,2024-11-03 19:21:00,4,3999,3999,3999,3999,3999
O0358,U0217,P0109,1,2024-11-04 11:11:00,5,29999,29999,29999,29999,29999
O0359,U0370,P0150,1,2024-11-05 09:13:00,5,52999,52999,52999,52999,52999
O0360,U0105,P0067,1,2024-11-06 10:42:00,4,10999,10999,10999,10999,10999
O0361,U0327,P0141,1,2024-11-07 09:24:00,4,34999,34999,34999,34999,34999
O0362,U0207,P0038,1,2024-11-07 20:18:00,5,25999,25999,25999,25999,25999
O0363,U0132,P0168,1,2024-11-08 09:47:00,5,349,349,349,349,349
O0364,U0420,P0099,1,2024-11-09 11:29:00,4,21999,21999,21999,21999,21999
O0365,U0151,P0172,1,2024-11-10 09:15:00,5,2999,2999,2999,2999,2999
O0366,U0298,P0118,1,2024-11-11 12:31:00,4,74999,74999,74999,74999,74999
O0367,U0095,P0029,1,2024-11-12 09:27:00,5,17999,17999,17999,17999,17999
O0368,U0264,P0197,1,2024-11-12 20:36:00,5,599,599,599,599,599
O0369,U0349,P0048,1,2024-11-13 09:53:00,4,4999,4999,4999,4999,4999
O0370,U0180,P0155,1,2024-11-14 11:36:00,4,1599,1599,1599,1599,1599
O0371,U0124,P0062,1,2024-11-15 09:28:00,5,6999,6999,6999,6999,6999
O0372,U0376,P0136,1,2024-11-15 18:22:00,5,3499,3499,3499,3499,3499
O0373,U0055,P0182,1,2024-11-16 10:44:00,4,5499,5499,5499,5499,5499
O0374,U0219,P0014,1,2024-11-17 09:59:00,5,2499,2499,2499,2499,2499
O0375,U0339,P0158,1,2024-11-17 20:48:00,5,1499,1499,1499,1499,1499
O0376,U0110,P0194,1,2024-11-18 09:46:00,4,449,449,449,449,449
O0377,U0288,P0072,1,2024-11-19 09:25:00,5,1999,1999,1999,1999,1999
O0378,U0411,P0161,1,2024-11-20 10:54:00,4,599,599,599,599,599
O0379,U0146,P0036,1,2024-11-20 20:19:00,5,6499,6499,6499,6499,6499
O0380,U0208,P0115,1,2024-11-21 09:32:00,5,84999,84999,84999,84999,84999
O0381,U0094,P0179,1,2024-11-22 12:11:00,4,499,499,499,499,499
O0382,U0352,P0022,1,2024-11-22 20:42:00,5,8999,8999,8999,8999,8999
O0383,U0172,P0189,1,2024-11-23 09:44:00,5,899,899,899,899,899
O0384,U0302,P0123,1,2024-11-24 09:56:00,4,21999,39999,39999,39999,39999
O0385,U0271,P0156,1,2024-11-25 09:39:00,5,3499,3499,3499,3499,3499
O0386,U0435,P0004,1,2024-11-25 18:47:00,5,8999,8999,8999,8999,8999
O0387,U0102,P0184,2,2024-11-26 09:26:00,4,598,299,299,598,299
O0388,U0238,P0134,1,2024-11-27 10:59:00,5,4499,4499,4499,4499,4499
O0389,U0406,P0163,1,2024-11-27 19:14:00,4,749,749,749,749,749
O0390,U0158,P0101,1,2024-11-28 09:23:00,5,58999,58999,58999,58999,58999
O0391,U0341,P0196,1,2024-11-29 09:57:00,5,299,299,299,299,299
O0392,U0220,P0175,1,2024-11-29 20:25:00,4,7999,7999,7999,7999,7999
O0393,U0069,P0065,1,2024-11-30 10:16:00,5,24999,24999,24999,24999,24999
O0394,U0316,P0043,1,2024-12-01 09:29:00,5,349,349,349,349,349
O0395,U0185,P0181,1,2024-12-01 19:41:00,4,9999,9999,9999,9999,9999
O0396,U0426,P0085,1,2024-12-02 10:33:00,4,12999,12999,12999,12999,12999
O0397,U0142,P0193,1,2024-12-03 09:52:00,5,399,399,399,399,399
O0398,U0362,P0112,1,2024-12-03 18:48:00,5,1999,42999,42999,42999,42999
O0399,U0125,P0146,1,2024-12-04 09:38:00,4,35999,35999,35999,35999,35999
O0400,U0213,P0056,1,2024-12-05 10:21:00,5,55999,55999,55999,55999,55999
O0401,U0182,P0023,1,2024-12-06 09:25:00,5,2999,2999,2999,2999,2999
O0402,U0356,P0170,2,2024-12-06 20:31:00,4,398,199,199,398,199
O0403,U0107,P0082,1,2024-12-07 10:15:00,5,69999,69999,69999,69999,69999
O0404,U0297,P0132,1,2024-12-08 09:56:00,4,7999,7999,7999,7999,7999
O0405,U0418,P0192,1,2024-12-09 09:42:00,5,499,499,499,499,499
O0406,U0163,P0015,1,2024-12-10 09:14:00,5,7999,7999,7999,7999,7999
O0407,U0228,P0183,1,2024-12-10 20:24:00,4,2999,2999,2999,2999,2999
O0408,U0086,P0055,1,2024-12-11 09:59:00,4,2299,2299,2299,2299,2299
O0409,U0372,P0103,1,2024-12-12 09:33:00,5,34999,34999,34999,34999,34999
O0410,U0250,P0180,1,2024-12-12 18:26:00,5,2999,2999,2999,2999,2999
O0411,U0140,P0068,1,2024-12-13 09:48:00,4,2499,2499,2499,2499,2499
O0412,U0191,P0195,1,2024-12-14 09:11:00,5,349,349,349,349,349
O0413,U0318,P0151,1,2024-12-14 20:43:00,4,1999,1999,1999,1999,1999
O0414,U0123,P0030,1,2024-12-15 09:32:00,5,899,899,899,899,899
O0415,U0399,P0176,1,2024-12-16 09:21:00,5,699,699,699,699,699
O0416,U0075,P0122,1,2024-12-16 18:42:00,4,21999,21999,21999,21999,21999
O0417,U0277,P0197,1,2024-12-17 09:35:00,5,599,599,599,599,599
O0418,U0114,P0047,1,2024-12-18 09:13:00,4,999,999,999,999,999
O0419,U0402,P0096,1,2024-12-18 20:49:00,5,23999,23999,23999,23999,23999
O0420,U0210,P0137,1,2024-12-19 09:44:00,5,2999,2999,2999,2999,2999
O0421,U0309,P0166,1,2024-12-20 09:19:00,4,499,499,499,499,499
O0422,U0092,P0019,1,2024-12-20 18:57:00,5,99999,99999,99999,99999,99999
O0423,U0265,P0071,1,2024-12-21 09:29:00,4,34999,34999,34999,34999,34999
O0424,U0354,P0188,1,2024-12-22 09:15:00,5,3999,3999,3999,3999,3999
O0425,U0197,P0148,1,2024-12-22 19:42:00,4,33999,33999,33999,33999,33999
O0426,U0080,P0039,1,2024-12-23 09:34:00,5,29999,29999,29999,29999,29999
O0427,U0170,P0161,2,2024-12-24 09:53:00,4,1198,599,599,1198,599
O0428,U0325,P0027,1,2024-12-24 20:36:00,5,11999,11999,11999,11999,11999
O0429,U0202,P0186,1,2024-12-25 09:47:00,5,1899,1899,1899,1899,1899
O0430,U0136,P0149,1,2024-12-26 09:21:00,4,47999,47999,47999,47999,47999
O0431,U0415,P0069,1,2024-12-26 18:49:00,5,3499,3499,3499,3499,3499
O0432,U0242,P0178,1,2024-12-27 09:57:00,5,24999,24999,24999,24999,24999
O0433,U0150,P0157,1,2024-12-28 09:11:00,4,6999,6999,6999,6999,6999
O0434,U0289,P0106,1,2024-12-28 19:58:00,5,9999,9999,9999,9999,9999
O0435,U0056,P0199,1,2024-12-29 09:35:00,4,699,699,699,699,699
O0436,U0374,P0127,1,2024-12-30 09:12:00,5,28999,28999,28999,28999,28999
O0437,U0161,P0162,1,2024-12-30 20:44:00,5,449,449,449,449,449
O0438,U0089,P0081,1,2024-12-31 09:27:00,4,42999,42999,42999,42999,42999
O0439,U0295,P0179,1,2025-01-01 09:55:00,5,499,499,499,499,499
O0440,U0100,P0010,2,2025-01-01 20:17:00,4,998,499,499,998,499
O0441,U0257,P0144,1,2025-01-02 09:49:00,5,41999,61999,61999,61999,61999
O0442,U0396,P0155,1,2025-01-03 09:33:00,4,1599,1599,1599,1599,1599
O0443,U0218,P0119,1,2025-01-03 19:47:00,5,16999,16999,16999,16999,16999
O0444,U0062,P0175,1,2025-01-04 09:21:00,4,7999,7999,7999,7999,7999
O0445,U0344,P0196,1,2025-01-05 09:14:00,5,299,299,299,299,299
O0446,U0189,P0051,1,2025-01-05 18:55:00,5,45999,45999,45999,45999,45999
O0447,U0304,P0025,1,2025-01-06 09:32:00,4,38999,38999,38999,38999,38999
O0448,U0129,P0163,1,2025-01-07 09:44:00,5,749,749,749,749,749
O0449,U0286,P0079,1,2025-01-08 09:26:00,5,3499,3499,3499,3499,3499
O0450,U0412,P0129,1,2025-01-08 20:12:00,4,35999,35999,35999,35999,35999
O0451,U0156,P0185,1,2025-01-09 09:37:00,5,3499,3499,3499,3499,3499
O0452,U0099,P0142,1,2025-01-10 09:15:00,4,45999,45999,45999,45999,45999
O0453,U0223,P0168,1,2025-01-11 09:58:00,5,349,349,349,349,349
O0454,U0358,P0090,1,2025-01-11 19:43:00,5,1299,1299,1299,1299,1299
O0455,U0179,P0156,1,2025-01-12 09:49:00,4,3499,3499,3499,3499,3499
O0456,U0111,P0046,1,2025-01-13 09:29:00,5,7999,7999,7999,7999,7999
O0457,U0247,P0194,1,2025-01-14 09:17:00,4,449,449,449,449,449
O0458,U0306,P0089,1,2025-01-14 20:55:00,5,54999,54999,54999,54999,54999
O0459,U0130,P0028,1,2025-01-15 09:39:00,5,9999,9999,9999,9999,9999
O0460,U0408,P0189,1,2025-01-16 09:14:00,4,899,899,899,899,899
O0461,U0199,P0031,1,2025-01-17 09:28:00,5,45999,45999,45999,45999,45999
O0462,U0279,P0135,1,2025-01-17 20:19:00,5,6499,6499,6499,6499,6499
O0463,U0077,P0160,1,2025-01-18 09:43:00,4,3999,3999,3999,3999,3999
O0464,U0321,P0198,1,2025-01-19 09:36:00,5,549,549,549,549,549
O0465,U0109,P0108,1,2025-01-20 09:29:00,5,56999,56999,56999,56999,56999
O0466,U0269,P0147,1,2025-01-20 19:41:00,4,29999,29999,29999,29999,29999
O0467,U0186,P0172,1,2025-01-21 09:52:00,4,2999,2999,2999,2999,2999
O0468,U0234,P0063,1,2025-01-22 09:41:00,5,8999,8999,8999,8999,8999
O0469,U0355,P0164,2,2025-01-22 20:24:00,5,398,199,199,398,199
O0470,U0122,P0111,1,2025-01-23 09:28:00,4,39999,39999,39999,39999,39999
O0471,U0284,P0193,1,2025-01-24 09:57:00,5,399,399,399,399,399
O0472,U0404,P0075,1,2025-01-25 09:33:00,4,1799,1799,1799,1799,1799
O0473,U0169,P0159,1,2025-01-25 20:18:00,5,999,999,999,999,999
O0474,U0091,P0095,1,2025-01-26 09:15:00,5,57999,57999,57999,57999,57999
O0475,U0245,P0187,1,2025-01-27 09:36:00,4,4999,4999,4999,4999,4999
O0476,U0369,P0124,1,2025-01-28 09:29:00,5,104999,104999,104999,104999,104999
O0477,U0138,P0177,1,2025-01-28 18:47:00,5,1599,1599,1599,1599,1599
O0478,U0290,P0003,1,2025-01-29 09:23:00,4,23999,23999,23999,23999,23999
O0479,U0058,P0165,1,2025-01-30 09:49:00,5,149,149,149,149,149
O0480,U0332,P0139,1,2025-01-30 20:42:00,5,15999,15999,15999,15999,15999
O0481,U0174,P0191,1,2025-01-31 09:35:00,4,399,399,399,399,399
O0482,U0116,P0053,1,2025-02-01 09:57:00,5,1999,1999,1999,1999,1999
O0483,U0301,P0169,1,2025-02-01 18:36:00,4,399,399,399,399,399
O0484,U0226,P0091,1,2025-02-02 09:27:00,5,3999,3999,3999,3999,3999
O0485,U0379,P0178,1,2025-02-03 09:44:00,5,24999,24999,24999,24999,24999
O0486,U0087,P0154,1,2025-02-04 09:59:00,4,1799,1799,1799,1799,1799
O0487,U0270,P0125,1,2025-02-04 20:23:00,5,96999,96999,96999,96999,96999
O0488,U0190,P0184,1,2025-02-05 09:28:00,5,299,299,299,299,299
O0489,U0340,P0107,1,2025-02-06 09:21:00,4,57999,57999,57999,57999,57999
O0490,U0071,P0170,1,2025-02-07 09:15:00,5,199,199,199,199,199
O0491,U0253,P0058,1,2025-02-07 19:47:00,4,42999,42999,42999,42999,42999
O0492,U0145,P0190,1,2025-02-08 09:48:00,5,5499,5499,5499,5499,5499
O0493,U0388,P0114,1,2025-02-09 09:26:00,5,62999,62999,62999,62999,62999
O0494,U0164,P0166,1,2025-02-09 20:33:00,4,499,499,499,499,499
O0495,U0212,P0060,1,2025-02-10 09:31:00,5,2999,2999,2999,2999,2999
O0496,U0307,P0196,1,2025-02-11 09:55:00,4,299,299,299,299,299
O0497,U0120,P0026,1,2025-02-11 20:13:00,5,1299,1299,1299,1299,1299
O0498,U0267,P0087,1,2025-02-12 09:49:00,5,8999,8999,8999,8999,8999
O0499,U0093,P0173,1,2025-02-13 09:32:00,4,2599,2599,2599,2599,2599
O0500,U0419,P0152,1,2025-02-14 09:15:00,5,2499,2499,2499,2499,2499
O0501,U0224,P0131,1,2025-02-15 09:31:00,5,2999,2999,2999,2999,2999
O0502,U0406,P0077,2,2025-02-15 20:42:00,4,1798,899,899,1798,899
O0503,U0195,P0041,3,2025-02-16 09:12:00,5,747,249,249,747,249
O0504,U0371,P0181,1,2025-02-17 09:25:00,4,9999,9999,9999,9999,9999
O0505,U0139,P0123,1,2025-02-17 19:44:00,5,39999,39999,39999,39999,39999
O0506,U0260,P0167,1,2025-02-18 09:53:00,5,249,249,249,249,249
O0507,U0088,P0093,1,2025-02-19 09:39:00,4,8999,8999,8999,8999,8999
O0508,U0312,P0174,1,2025-02-19 20:15:00,5,1999,1999,1999,1999,1999
O0509,U0177,P0158,1,2025-02-20 09:26:00,4,1499,1499,1499,1499,1499
O0510,U0119,P0146,1,2025-02-21 09:14:00,5,35999,35999,35999,35999,35999
O0511,U0240,P0199,1,2025-02-21 18:59:00,5,699,699,699,699,699
O0512,U0337,P0116,1,2025-02-22 09:41:00,4,129999,129999,129999,129999,129999
O0513,U0097,P0017,1,2025-02-23 09:57:00,5,4499,4499,4499,4499,4499
O0514,U0299,P0171,1,2025-02-23 20:42:00,4,1499,1499,1499,1499,1499
O0515,U0214,P0086,1,2025-02-24 09:33:00,5,14999,14999,14999,14999,14999
O0516,U0359,P0141,1,2025-02-25 09:26:00,4,34999,34999,34999,34999,34999
O0517,U0068,P0180,1,2025-02-25 20:49:00,5,2999,2999,2999,2999,2999
O0518,U0394,P0067,1,2025-02-26 09:11:00,4,10999,10999,10999,10999,10999
O0519,U0188,P0198,1,2025-02-27 09:43:00,5,549,549,549,549,549
O0520,U0256,P0104,1,2025-02-27 18:58:00,5,12999,12999,12999,12999,12999
O0521,U0133,P0150,1,2025-02-28 09:19:00,4,52999,52999,52999,52999,52999
O0522,U0079,P0037,1,2025-03-01 09:55:00,5,5999,5999,5999,5999,5999
O0523,U0316,P0165,2,2025-03-01 20:12:00,5,298,149,149,298,149
O0524,U0105,P0098,1,2025-03-02 09:48:00,4,31999,31999,31999,31999,31999
O0525,U0409,P0177,1,2025-03-03 09:23:00,5,1599,1599,1599,1599,1599
O0526,U0147,P0052,1,2025-03-03 19:31:00,4,2499,2499,2499,2499,2499
O0527,U0263,P0121,1,2025-03-04 09:29:00,5,29999,29999,29999,29999,29999
O0528,U0090,P0194,1,2025-03-05 09:47:00,5,449,449,449,449,449
O0529,U0339,P0112,1,2025-03-05 20:34:00,4,42999,42999,42999,42999,42999
O0530,U0204,P0182,1,2025-03-06 09:31:00,5,5499,5499,5499,5499,5499
O0531,U0376,P0153,1,2025-03-07 09:15:00,4,2999,2999,2999,2999,2999
O0532,U0155,P0140,1,2025-03-07 18:51:00,5,39999,39999,39999,39999,39999
O0533,U0274,P0160,1,2025-03-08 09:44:00,4,3999,3999,3999,3999,3999
O0534,U0084,P0197,1,2025-03-09 09:59:00,5,599,599,599,599,599
O0535,U0308,P0065,1,2025-03-09 20:41:00,5,24999,24999,24999,24999,24999
O0536,U0128,P0172,1,2025-03-10 09:16:00,4,2999,2999,2999,2999,2999
O0537,U0410,P0038,1,2025-03-11 09:53:00,5,25999,25999,25999,25999,25999
O0538,U0171,P0187,1,2025-03-11 19:46:00,4,4999,4999,4999,4999,4999
O0539,U0258,P0134,1,2025-03-12 09:36:00,5,4499,4499,4499,4499,4499
O0540,U0094,P0100,1,2025-03-13 09:25:00,5,24999,24999,24999,24999,24999
O0541,U0342,P0190,1,2025-03-13 20:59:00,4,5499,5499,5499,5499,5499
O0542,U0113,P0056,1,2025-03-14 09:12:00,5,55999,55999,55999,55999,55999
O0543,U0208,P0166,1,2025-03-15 09:45:00,4,499,499,499,499,499
O0544,U0365,P0097,1,2025-03-15 20:21:00,5,27999,27999,27999,27999,27999
O0545,U0148,P0192,1,2025-03-16 09:57:00,5,499,499,499,499,499
O0546,U0281,P0070,1,2025-03-17 09:36:00,4,19999,19999,19999,19999,19999
O0547,U0073,P0185,1,2025-03-18 09:14:00,5,3499,3499,3499,3499,3499
O0548,U0238,P0128,1,2025-03-18 20:47:00,4,15999,15999,15999,15999,15999
O0549,U0159,P0169,1,2025-03-19 09:27:00,5,399,399,399,399,399
O0550,U0385,P0080,1,2025-03-20 09:13:00,5,1599,1599,1599,1599,1599
O0551,U0196,P0154,1,2025-03-20 20:29:00,4,1799,1799,1799,1799,1799
O0552,U0293,P0045,1,2025-03-21 09:32:00,5,3499,3499,3499,3499,3499
O0553,U0108,P0196,1,2025-03-22 09:59:00,5,299,299,299,299,299
O0554,U0335,P0101,1,2025-03-22 19:58:00,4,58999,58999,58999,58999,58999
O0555,U0220,P0179,2,2025-03-23 09:23:00,4,998,499,499,998,499
O0556,U0069,P0022,1,2025-03-24 09:49:00,5,8999,8999,8999,8999,8999
O0557,U0302,P0163,1,2025-03-25 09:31:00,5,749,749,749,749,749
O0558,U0117,P0130,1,2025-03-25 18:42:00,4,44999,44999,44999,44999,44999
O0559,U0276,P0189,1,2025-03-26 09:12:00,5,899,899,899,899,899
O0560,U0081,P0074,1,2025-03-27 09:57:00,5,2599,2599,2599,2599,2599
O0561,U0360,P0118,1,2025-03-27 19:35:00,4,74999,74999,74999,74999,74999
O0562,U0141,P0191,1,2025-03-28 09:42:00,5,399,399,399,399,399
O0563,U0232,P0062,1,2025-03-29 09:14:00,5,6999,6999,6999,6999,6999
O0564,U0350,P0151,1,2025-03-29 20:41:00,4,1999,1999,1999,1999,1999
O0565,U0185,P0120,1,2025-03-30 09:18:00,5,13999,13999,13999,13999,13999
O0566,U0401,P0176,1,2025-03-31 09:29:00,5,699,699,699,699,699
O0567,U0095,P0048,1,2025-03-31 18:46:00,4,4999,4999,4999,4999,4999
O0568,U0282,P0133,1,2025-04-01 09:35:00,5,6499,6499,6499,6499,6499
O0569,U0125,P0102,1,2025-04-02 09:28:00,5,49999,49999,49999,49999,49999
O0570,U0310,P0175,1,2025-04-02 20:19:00,4,7999,7999,7999,7999,7999
O0571,U0200,P0057,1,2025-04-03 09:42:00,5,48999,48999,48999,48999,48999
O0572,U0346,P0168,1,2025-04-04 09:51:00,4,349,349,349,349,349
O0573,U0110,P0099,1,2025-04-04 18:33:00,5,21999,21999,21999,21999,21999
O0574,U0268,P0183,1,2025-04-05 09:16:00,4,2999,2999,2999,2999,2999
O0575,U0085,P0138,1,2025-04-06 09:58:00,5,12999,12999,12999,12999,12999
O0576,U0378,P0152,1,2025-04-07 09:33:00,4,2499,2499,2499,2499,2499
O0577,U0162,P0029,1,2025-04-07 20:42:00,5,17999,17999,17999,17999,17999
O0578,U0243,P0195,1,2025-04-08 09:19:00,5,349,349,349,349,349
O0579,U0060,P0110,1,2025-04-09 09:44:00,4,16999,16999,16999,16999,16999
O0580,U0391,P0170,2,2025-04-09 20:31:00,5,398,199,199,398,199
O0581,U0132,P0054,1,2025-04-10 09:29:00,4,3599,3599,3599,3599,3599
O0582,U0298,P0126,1,2025-04-11 09:36:00,5,38999,38999,38999,38999,38999
O0583,U0192,P0167,1,2025-04-11 19:43:00,5,249,249,249,249,249
O0584,U0278,P0076,1,2025-04-12 09:47:00,4,3999,3999,3999,3999,3999
O0585,U0104,P0193,1,2025-04-13 09:57:00,5,399,399,399,399,399
O0586,U0315,P0105,1,2025-04-13 18:51:00,5,28999,28999,28999,28999,28999
O0587,U0219,P0178,1,2025-04-14 09:18:00,4,24999,24999,24999,24999,24999
O0588,U0349,P0164,1,2025-04-15 09:41:00,5,199,199,199,199,199
O0589,U0157,P0085,1,2025-04-15 20:39:00,4,12999,12999,12999,12999,12999
O0590,U0074,P0020,1,2025-04-16 09:26:00,5,12999,12999,12999,12999,12999
O0591,U0368,P0186,1,2025-04-17 09:14:00,5,1899,1899,1899,1899,1899
O0592,U0183,P0143,1,2025-04-18 09:48:00,4,41999,41999,41999,41999,41999
O0593,U0255,P0162,1,2025-04-18 19:54:00,5,449,449,449,449,449
O0594,U0144,P0094,1,2025-04-19 09:37:00,5,4999,4999,4999,4999,4999
O0595,U0300,P0171,1,2025-04-20 09:12:00,4,1499,1499,1499,1499,1499
O0596,U0115,P0122,1,2025-04-20 20:57:00,5,21999,21999,21999,21999,21999
O0597,U0287,P0161,1,2025-04-21 09:28:00,4,599,599,599,599,599
O0598,U0405,P0059,1,2025-04-22 09:51:00,5,19999,19999,19999,19999,19999
O0599,U0209,P0173,1,2025-04-23 09:14:00,5,2599,2599,2599,2599,2599
O0600,U0330,P0136,1,2025-04-23 19:47:00,4,3499,3499,3499,3499,3499
O0601,U0165,P0124,1,2025-04-24 09:19:00,5,104999,104999,104999,104999,104999
O0602,U0382,P0188,1,2025-04-25 09:46:00,4,3999,3999,3999,3999,3999
O0603,U0099,P0107,1,2025-04-26 09:37:00,5,57999,57999,57999,57999,57999
O0604,U0271,P0168,2,2025-04-26 20:59:00,5,698,349,349,698,349
O0605,U0120,P0068,1,2025-04-27 09:25:00,4,2499,2499,2499,2499,2499
O0606,U0341,P0199,1,2025-04-28 09:12:00,5,699,699,699,699,699
O0607,U0189,P0079,1,2025-04-28 19:58:00,4,3499,3499,3499,3499,3499
O0608,U0253,P0165,1,2025-04-29 09:43:00,5,149,149,149,149,149
O0609,U0118,P0132,1,2025-04-30 09:31:00,5,7999,7999,7999,7999,7999
O0610,U0292,P0159,1,2025-04-30 18:55:00,4,999,999,999,999,999
O0611,U0142,P0096,1,2025-05-01 09:29:00,5,23999,23999,23999,23999,23999
O0612,U0369,P0184,1,2025-05-02 09:42:00,5,299,299,299,299,299
O0613,U0201,P0025,1,2025-05-02 19:33:00,4,38999,38999,38999,38999,38999
O0614,U0374,P0176,1,2025-05-03 09:48:00,5,699,699,699,699,699
O0615,U0153,P0058,1,2025-05-04 09:36:00,4,42999,42999,42999,42999,42999
O0616,U0327,P0193,1,2025-05-05 09:14:00,5,399,399,399,399,399
O0617,U0092,P0117,1,2025-05-05 19:41:00,5,64999,64999,64999,64999,64999
O0618,U0245,P0160,1,2025-05-06 09:24:00,4,3999,3999,3999,3999,3999
O0619,U0136,P0087,1,2025-05-07 09:57:00,5,8999,8999,8999,8999,8999
O0620,U0275,P0195,1,2025-05-07 18:49:00,5,349,349,349,349,349
O0621,U0356,P0108,1,2025-05-08 09:31:00,4,56999,56999,56999,56999,56999
O0622,U0170,P0169,1,2025-05-09 09:46:00,5,399,399,399,399,399
O0623,U0212,P0135,1,2025-05-09 20:15:00,5,6499,6499,6499,6499,6499
O0624,U0309,P0181,1,2025-05-10 09:22:00,4,9999,9999,9999,9999,9999
O0625,U0089,P0050,1,2025-05-11 09:19:00,5,799,799,799,799,799
O0626,U0332,P0129,1,2025-05-11 18:53:00,5,35999,35999,35999,35999,35999
O0627,U0107,P0178,1,2025-05-12 09:32:00,4,24999,24999,24999,24999,24999
O0628,U0234,P0194,1,2025-05-13 09:49:00,5,449,449,449,449,449
O0629,U0372,P0095,1,2025-05-13 19:38:00,5,57999,57999,57999,57999,57999
O0630,U0150,P0162,1,2025-05-14 09:56:00,4,449,449,449,449,449
O0631,U0297,P0088,1,2025-05-15 09:27:00,5,38999,38999,38999,38999,38999
O0632,U0123,P0197,1,2025-05-16 09:15:00,5,599,599,599,599,599
O0633,U0348,P0115,1,2025-05-16 20:33:00,4,84999,84999,84999,84999,84999
O0634,U0191,P0164,1,2025-05-17 09:43:00,5,199,199,199,199,199
O0635,U0261,P0078,1,2025-05-18 09:26:00,5,4299,4299,4299,4299,4299
O0636,U0146,P0179,2,2025-05-18 19:52:00,4,998,499,499,998,499
O0637,U0227,P0035,1,2025-05-19 09:17:00,5,1999,1999,1999,1999,1999
O0638,U0389,P0151,1,2025-05-20 09:29:00,5,1999,1999,1999,1999,1999
O0639,U0093,P0060,1,2025-05-21 09:38:00,4,2999,2999,2999,2999,2999
O0640,U0289,P0198,1,2025-05-21 18:59:00,5,549,549,549,549,549
O0641,U0114,P0127,1,2025-05-22 09:46:00,4,28999,28999,28999,28999,28999
O0642,U0318,P0166,1,2025-05-23 09:21:00,5,499,499,499,499,499
O0643,U0179,P0139,1,2025-05-24 09:53:00,5,15999,15999,15999,15999,15999
O0644,U0251,P0186,1,2025-05-24 20:44:00,4,1899,1899,1899,1899,1899
O0645,U0137,P0090,1,2025-05-25 09:12:00,5,1299,1299,1299,1299,1299
O0646,U0367,P0172,1,2025-05-26 09:31:00,5,2999,2999,2999,2999,2999
O0647,U0206,P0044,1,2025-05-26 19:18:00,4,999,999,999,999,999
O0648,U0295,P0103,1,2025-05-27 09:29:00,5,34999,34999,34999,34999,34999
O0649,U0126,P0167,1,2025-05-28 09:58:00,5,249,249,249,249,249
O0650,U0334,P0142,1,2025-05-28 20:31:00,4,45999,45999,45999,45999,45999
